ASC_Name,Provider_ID,NPI,City,State,Zip_Code,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_8_Rate,ASC_8_Footnote,ASC_9_Rate,ASC_9_Footnote,ASC_10_Rate,ASC_10_Footnote,ASC_11_Rate,ASC_11_Footnote,ASC_12_Total_Cases,ASC_12_Performance_Category,ASC_12_RSHV_Rate,ASC_12_Interval_Lower_Limit,ASC_12_Interval_Upper_Limit,ASC_12_Footnote
UNASOURCE SURGERY CENTER,23C0001049,1649219536,TROY,MI,48098,0,,0,,0,,0,,52.76,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CAMP LOWELL SURGERY CENTER LLC DBA CAMP LOWELL SURGERY CENTER,03C0001290,1649223124,TUCSON,AZ,85712,1.095,,0,,0,,0.822,,79.72,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PAVILION SURGERY CENTER LLC,24C0001033,1649223629,DULUTH,MN,55805,0,,0,,0,,0,,77.78,,78.79,,94.67,,N/A,5,35,No Different than the National Rate,12.6,8.5,18.4,
WEST PARK SURGERY CENTER LP,45C0001349,1649233180,MCKINNEY,TX,75069,0,,0,,0,,0,,32.89,,95.83,,34.92,,N/A,5,66,No Different than the National Rate,12.9,8.8,18.3,
GI ASC LLC,39C0001067,1649233719,PHILADELPHIA,PA,19114,0,,0,,0,,0,,63.64,,63.97,,4.85,,N/A,5,350,No Different than the National Rate,12.9,9.1,18.3,
THE REGIONAL EYE SURGERY CENTER,44C0001131,1649244211,KINGSPORT,TN,37660,0,,0,,0,,0,,59.26,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF LAKELAND HILLS BLVD,10C0001446,1649244567,LAKELAND,FL,33805,0,,0,,0,,1.669,,75.68,,100,,100,,N/A,5,240,No Different than the National Rate,12.2,8.5,17.8,
LORAIN SURGERY CENTER LLC,36C0001202,1649250218,LORAIN,OH,44053,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CLOVIS SURGERY CENTER LLC,32C0001006,1649251679,CLOVIS,NM,88101,0,,0,,0,,0,,N/A,1,100,,85.82,,N/A,5,134,No Different than the National Rate,12.5,8.6,18.1,
NACOGDOCHES SURGERY CENTER,45C0001281,1649252883,NACOGDOCHES,TX,75965,0,,0,,0,,0,,74.42,,69.37,,87.84,,N/A,5,144,No Different than the National Rate,12,8.3,17.2,
PHYSICIANS ALLIANCE LC,26C0001055,1649269663,CAPE GIRARDEAU,MO,63701,0,,0,,0,,0,,75.76,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHEAST REGIONAL SURGERY CENTER LLC,39C0001309,1649270075,PLAINS,PA,18705,0,,0,,0,,0,,57.14,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ALPINE SURGICAL CENTER LLC,46C0001056,1649278581,OGDEN,UT,84405,N/A,1,N/A,1,N/A,1,N/A,1,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BAPTIST PLAZA SURGICARE LP,44C0001133,1649287269,NASHVILLE,TN,37203,0,,0,,0,,0,,81.38,,82.61,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SANSUM CLINIC,05C0001265,1649296807,SANTA BARBARA,CA,93105,2.165,,0,,0,,0,,96,,100,,100,,N/A,5,1308,No Different than the National Rate,10.5,7.7,14.1,
CROWN POINT SURGERY CENTER LLC,06C0001085,1649310111,PARKER,CO,80138,0,,0,,0,,0,,97.35,,97.48,,100,,N/A,5,184,No Different than the National Rate,11.6,7.7,17.2,
SURGICARE SURGICAL ASSOCIATES OF ORADELL LLC,31C0001174,1649322496,ORADELL,NJ,7649,0,,0,,0,,0,,31.25,,100,,N/A,5,N/A,5,214,No Different than the National Rate,13,9.1,19.1,
SAMARITAN ENDOSCOPY LLC,38C0001076,1649327008,CORVALLIS,OR,97330,0,,0,,0,,2.759,,76.92,,95.09,,96.83,,N/A,5,402,No Different than the National Rate,12.3,8.6,17.8,
NORTHERN PLAINS SURGERY CENTER LLC,35C0001016,1649350844,FARGO,ND,58103,0,,0,,0,,1.753,,97.44,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TRI COUNTY SURGERY CENTER LLC,39C0001195,1649375452,SOUTHAMPTON,PA,18966,0,,0,,0,,0,,97.06,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADS HEALTHCARE LLC,17C0001044,1649376757,OVERLAND PARK,KS,66209,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SKYLINE SURGERY CENTER,06C0001094,1649378910,LOVELAND,CO,80537,0,,0,,0,,0,,95.96,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HICKORY RIDGE SURGERY CTR,21C0001388,1649393695,COLUMBIA,MD,21044,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PAIN MDS INC,03C0001327,1649407180,PHOENIX,AZ,85085,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PREMIER SURGICAL CTR OF MICHIGAN,23C0001108,1649416231,CLINTON TOWNSHIP,MI,48038,0,,0,,0,,0,,67.62,,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SKIN SURGERY CENTER OF VIRGINIA,49C0001054,1649443367,HENRICO,VA,23238,0,,0,,0,,0,,84,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
POLARIS SURGERY CENTER LLC,36C0001247,1649456021,WESTERVILLE,OH,43082,0,,0,,0,,0,,71.43,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OHIO VALLEY AMBULATORY SURGERY CENTER LLC,36C0001241,1649462409,BELPRE,OH,45714,0.619,,1.855,,0.618,,0.619,,76.06,,97.92,,12.5,,N/A,5,562,No Different than the National Rate,11,7.8,15.5,
PRINCETON ORTHOPAEDIC ASSOCIATES II PA,31C0001077,1649463605,PRINCETON,NJ,8540,0,,0,,0,,0,,97.3,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUMMIT AMBULATORY SURGICAL CENTER LLC,21C0001248,1649467630,BALTIMORE,MD,21239,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTHWEST ENDOSCOPY SURGERY CENTER,45C0001184,1649494170,BURLESON,TX,76028,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
NATIONAL AMBULATORY SURGERY CENTER LLC,05C0001148,1649500950,LOS GATOS,CA,95032,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SHORE HEALTH SYSTEM INC,21C0001503,1649501073,EASTON,MD,21601,0,,0,,0,,0,,97.37,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE SURGERY CENTER AT ORTHOPEDIC ASSOCIATES LLC,33C0001137,1649511577,POUGHKEEPSIE,NY,12601,0,,0,,0,,0,,78.26,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGICAL INSTITUTE OF DALLAS LL,45C0001573,1649512294,ADDISON,TX,75001,25.316,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGCENTER NORTHEAST LLC,10C0001578,1649515354,ST PETERSBURG,FL,33704,0,,0,,0,,0,,81.67,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MUNSTER SPECIALTY SURGERY CENTER LLC,15C0001184,1649520057,MUNSTER,IN,46321,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF WASILLA LLC,02C0001015,1649534843,WASILLA,AK,99654,0,,2.103,,0,,0,,48.42,,53.25,,N/A,1,N/A,5,52,No Different than the National Rate,12,8.1,17.3,
APOGEE OUTPATIENT SURGERY CENTER,05C0001471,1649603713,REDDING,CA,96001,0,,0,,0,,0,,97.87,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PARKWAY SURGERY CENTER DBA PARKWAY SURGERY CENTER AT HORIZON RIDGE,29C0001102,1649655515,HENDERSON,NV,89052,0,,0,,0,,0,,56.71,,96.43,,97.92,,N/A,5,105,No Different than the National Rate,11.7,7.8,17,
ADVANCED SURGERY CENTER OF ARIZONA,03C0001270,1649662206,GILBERT,AZ,85234,2.967,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHERN ARIZONA HEALTHCARE ORTHOPEDIC SURGERY CENTER LLC,03C0001071,1649668781,FLAGSTAFF,AZ,86001,0,,1.643,,0,,2.463,,98.94,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MILE HIGH SURGERY CENTER LLC,06C0001150,1649676602,GREENWOOD VILLAGE,CO,80111,0,,5.917,,0,,0,,80.88,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENTI SURGERY CENTER,11C0001133,1649682014,ALPHARETTA,GA,30005,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER LLP,45C0001446,1659301794,HOUSTON,TX,77030,0,,0,,0,,0,,N/A,5,100,,100,,N/A,5,32,No Different than the National Rate,12.6,8.5,18.5,
SURGERY CENTER INC,19C0001009,1659303055,LAFAYETTE,LA,70503,0,,11.236,,0,,0,,67.02,,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SUGAR LAND SURGERY CENTER LTD,45C0001433,1659316917,SUGAR LAND,TX,77478,0,,0,,0,,0,,72.97,,96.83,,96.83,,N/A,5,303,No Different than the National Rate,13,9.1,18.9,
COSMETIC AND RECONSTRUCTIVE SURGERY CENTER PA,17C0001073,1659327245,WICHITA,KS,67206,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LAS COLINAS SURGERY CENTER LTD,45C0001177,1659334191,IRVING,TX,75038,0,,0,,0,,0,,64.1,,80.95,,77.78,,N/A,5,124,No Different than the National Rate,12,8.2,17.6,
RESTON SURGERY CENTER LP,49C0001033,1659335438,RESTON,VA,20190,0,,0,,0,,0,,95.61,,61.9,,68.25,,N/A,5,639,No Different than the National Rate,14.3,10.2,20.4,
MT OGDEN SURGICAL CENTER LLC,46C0001017,1659336881,OGDEN,UT,84403,N/A,5,N/A,5,N/A,5,N/A,5,85.07,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CASCADE SURGERY ASSOCIATES,50C0001168,1659337889,AUBURN,WA,98002,0,,1.832,,0,,0,,85.71,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
STERLING SURGICAL CENTER LLC,33C0001065,1659338382,ORCHARD PARK,NY,14127,0,,0,,0,,0,,95.56,,80.78,,85.93,,N/A,5,177,No Different than the National Rate,12.2,8.4,17.7,
LITTLE ROCK SURGERY CENTER LLC,04C0001006,1659340404,LITTLE ROCK,AR,72205,0,,1.484,,0,,0,,70.91,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SWAGEL WOOTTON EYE CENTER INC,03C0001020,1659343648,MESA,AZ,85206,0,,0,,0,,0,,81.82,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHSIDE GASTROENTEROLOGY ENDOSCOPY CENTER LLC,15C0001062,1659344133,INDIANAPOLIS,IN,46260,0,,0,,0,,0,,84.78,,100,,100,,N/A,5,1218,No Different than the National Rate,10.1,7.2,14,
LASER AND CATARACT CENTER OF SHREVEPORT LLC,19C0001090,1659356392,SHREVEPORT,LA,71106,0,,0,,0,,0,,87.88,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EAST TENNESSEE AMBULATORY SURGERY CENTER LLC,44C0001091,1659360071,JOHNSON CITY,TN,37604,0,,0,,0,,5.629,,87.69,,62.5,,86.35,,N/A,5,109,No Different than the National Rate,13.6,9.4,20.1,
ST JOHNS SURGERY CENTER INC,10C0001238,1659360303,FORT MYERS,FL,33919,0,,0,,0,,0,,58.97,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LASER AND SURGERY CENTER OF ALADIANA,19C0001058,1659363844,LAFAYETTE,LA,70506,0,,0,,0,,0,,47.83,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HANS LEE MD INC,51C0001009,1659365013,CHARLESTON,WV,25301,0,,23.256,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SOUTH SHORE AMBULATORY SURGERY CENTER,33C0001067,1659375632,LYNBROOK,NY,11563,0,,0,,0,,0,,84.66,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TOMS RIVER AMBULATORY SURGICAL CENTER,31C0001143,1659377042,TOMS RIVER,NJ,8753,0,,0,,0,,0,,86.36,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
FOOT SURGI CENTER OF OWINGS MILLS LLC,21C0001397,1659377166,OWINGS MILLS,MD,21117,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CITYVIEW SURGERY CENTER LTD,45C0001376,1659378800,FORT WORTH,TX,76132,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER LLC,11C0001222,1659384329,SAVANNAH,GA,31404,0,,0,,0,,0,,63.04,,95.78,,95.35,,N/A,5,1192,No Different than the National Rate,11.5,8.5,15.7,
EAST SIDE SURGERY CENTER,39C0001248,1659408300,PITTSBURGH,PA,15206,0,,0,,0,,2.237,,75.44,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER,38C0001004,1659409241,MEDFORD,OR,97504,0,,0,,0,,0,,62,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE ENDOSCOPY CENTER INC,43C0001015,1659420727,RAPID CITY,SD,57701,0,,0,,0,,0,,97.73,,99.69,,99.66,,N/A,5,1005,No Different than the National Rate,11.8,8.6,16.3,
HIGH POINT ENDOSCOPY CENTER INC,34C0001045,1659431781,HIGH POINT,NC,27262,0,,0,,0,,0,,97.44,,91.33,,73.51,,N/A,5,531,No Different than the National Rate,14,10.1,19.4,
HALLANDALE OUTPATIENT SURGICAL CENTERLTD,10C0001476,1659443042,HALLANDALE BEACH,FL,33009,0,,0,,0,,0,,65.45,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE AND LIVER CENTER OF MELBOURNE LLC,10C0001393,1659446425,MELBOURNE,FL,32901,0,,0,,0,,0,,N/A,5,N/A,1,N/A,1,N/A,5,97,No Different than the National Rate,12.1,8.2,17.7,
ACADEMY ORTHOPEDICS LLC,11C0001189,1659451078,CUMMING,GA,30040,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MT AIRY AMBULATORY ENDOSCOPY SURGERY CENTER,39C0001197,1659457760,PHILADELPHIA,PA,19119,6.135,,0,,0,,0,,N/A,1,0,,25.95,,N/A,5,152,No Different than the National Rate,12,8.1,17.1,
ARUSHA LLC,39C0001040,1659463669,EXTON,PA,19341,0,,0,,0,,0,,84,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MID AMERICA SURGERY INSTITUTE LLC,17C0001075,1659473924,OVERLAND PARK,KS,66209,0,,0,,0,,1.439,,99.55,,100,,52.38,,N/A,5,350,No Different than the National Rate,12.7,8.8,18,
HASBROUCK HEIGHTS SURGERY CENTER LLC,31C0001279,1659505857,HASBROUCK HEIGHTS,NJ,7604,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EAST POND ENTERPRISES INC,22C0001074,1659509164,PLYMOUTH,MA,2360,0,,0,,0,,0,,38.46,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GREATER NY ENDOSCOPY SURGICAL CENTER,33C0001101,1659516375,BROOKLYN,NY,11235,0,,0,,0,,0,,95,,13.98,,49.69,,N/A,5,709,No Different than the National Rate,10.2,7.4,14,
BROWARD SPECIALITY SURGICAL CENTER,10C0001539,1659517019,HOLLYWOOD,FL,33024,0,,0,,0,,0,,69.81,,82.54,,63.49,,N/A,5,126,No Different than the National Rate,14.1,9.8,20.7,
COMMUNITY SURGERY CENTER SOUTH,15C0001015,1659519684,INDIANAPOLIS,IN,46227,0,,0,,0,,2.857,,100,,95.92,,89.58,,N/A,5,89,No Different than the National Rate,12.2,8.2,17.7,
GLASTONBURY ENDOSCOPY CENTER LLC,07C0001053,1659525020,GLASTONBURY,CT,6033,0,,0,,0,,0,,98.46,,92.23,,96.88,,N/A,5,693,No Different than the National Rate,12,8.5,16.8,
NORWOOD ENDOSCOPY CENTER LLC,36C0001254,1659526457,NORWOOD,OH,45212,0,,0,,0,,0,,76.71,,100,,98.96,,N/A,5,706,No Different than the National Rate,12.4,8.8,17.2,
OPERATING ROOM SERVICES,11C0001359,1659539575,SAVANNAH,GA,31405,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PACIFIC CATARACT AND LASER INSTITUTE INC PC,50C0001254,1659548329,VANCOUVER,WA,98686,0,,0,,0,,0,,52.38,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BONE AND JOINT SURGERY CENTER OF NOVI,23C0001102,1659574283,NOVI,MI,48374,0,,0,,0,,3.534,,76.86,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE PAIN RELIEF SURGICENTER,45C0001463,1659594190,AUSTIN,TX,78759,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER OF NORTHERN NEVADA LLC,29C0001066,1659594307,RENO,NV,89511,0,,0,,0,,0,,67.92,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
RIVERLAKES SURGERY CENTER LLC,05C0001933,1659609311,BAKERSFIELD,CA,93308,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER OF GRAND JUNCTION LLC,06C0001092,1659625101,GRAND JUNCTION,CO,81501,0,,0,,0,,0,,100,,96.01,,55.97,,N/A,5,973,No Different than the National Rate,13.2,9.5,18,
ALFA SURGERY CENTER LLC,05C0001996,1659657856,CHULA VISTA,CA,91910,0,,0,,0,,0,,82.35,,58.09,,30,,N/A,5,124,No Different than the National Rate,14.5,10.1,21.7,
EYE SURGER CENTER OF MIDDLE TENNESSEE LLC,44C0001178,1659679074,NASHVILLE,TN,37203,0,,0,,0,,0,,37.5,,N/A,5,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5
PREMIER ENDOSCOPY CENTER LLC,03C0001334,1659683662,GILBERT,AZ,85295,0,,0,,0,,0,,90,,82.76,,36.94,,N/A,5,317,No Different than the National Rate,15.3,10.7,21.9,
PHOENIX ASC LP DBA CARDIAC SURGERY CENTER OF PHOENIX,03C0001371,1659731669,PHOENIX,AZ,85016,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGICORE LLC,31C0001287,1659731933,SADDLE BROOK,NJ,7663,0,,0,,0,,0,,53.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGCENTER OF THE POTOMAC LLC,21C0001575,1659748184,BETHESDA,MD,20817,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ST MICHAEL SURGERY CENTER,05C0002136,1659753358,LONG BEACH,CA,90806,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
CENTER FOR ADVANCED SURGICAL TREATMENT LLC,45C0001532,1659760627,RICHMOND,TX,77406,N/A,5,N/A,5,N/A,5,N/A,5,76.92,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGICAL SPECIALTY CENTER OF MID ATLANTIC LLC,21C0001562,1659772648,BETHESDA,MD,20817,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BISCAYNE PLAZA SURGERY CENTER LLC,10C0001591,1659790657,HOLLYWOOD,FL,33021,0,,0,,0,,0,,51.61,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUMMIT AMBULATORY SURGICAL CENTER LLC,21C0001467,1659793040,BRANDYWINE,MD,20613,0,,0,,0,,0.971,,52,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
INOVA AMBULATORY SURGERY CENTER AT LORTON LLC,49C0001060,1659793891,LORTON,VA,22079,0,,0,,0,,0.829,,98.51,,92.59,,99.01,,N/A,5,562,No Different than the National Rate,10.3,7.1,14.9,
PACIFICOAST AMBULATORY SURGICENTER LLC,05C0001440,1669405684,SAN CLEMENTE,CA,92673,0,,0,,0,,0,,N/A,5,74.42,,48,,N/A,5,105,No Different than the National Rate,12.1,8.4,17.6,
FREEDOM VISION SURGERY CENTER LLC,05C0001418,1669414306,ENCINO,CA,91436,0,,0,,0,,0.287,,75,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BOUNTIFUL SURGERY CENTER LLC,46C0001045,1669415451,BOUNTIFUL,UT,84010,0,,0,,0,,0,,100,,67.71,,56.25,,N/A,5,372,No Different than the National Rate,11,7.5,15.8,
ARKANSAS GASTROENTEROLOGY ENDOSCOPY CENTER,04C0001033,1669424339,HOT SPRINGS,AR,71913,0,,0,,0,,0,,88.89,,95.22,,63.45,,N/A,5,699,No Different than the National Rate,11,7.8,15.2,
ADVANCED SURGERY CENTERLLC,21C0001400,1669426706,ROCKVILLE,MD,20850,0.63,,0,,0,,0,,85.37,,63.6,,89,,N/A,5,855,No Different than the National Rate,13.6,9.9,18.7,
VANCOUVER EYE CARE PS,50C0001263,1669427043,VANCOUVER,WA,98683,0,,0,,0,,0,,85.37,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE SURGERY CENTER OF WESTCHESTER INC,33C0001050,1669427068,NEW ROCHELLE,NY,10801,0,,0,,0,,0,,67.86,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR SPINE AND PAIN MEDICINE PC,11C0001283,1669428983,DALTON,GA,30720,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MARIETTA OUTPATIENT SURGERY LTD,11C0001004,1669437109,MARIETTA,GA,30060,0,,0,,0,,0,,91.67,,93.65,,93.65,,N/A,5,205,No Different than the National Rate,14.4,9.7,20.9,
CASCADE SURGICENTER LLC,38C0001068,1669437497,BEND,OR,97701,0,,0,,0,,0.607,,86.75,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE ENDO CENTER AT VOORHEES,31C0001132,1669446852,VOORHEES,NJ,8043,0,,0,,0.251,,1.257,,84.48,,100,,100,,N/A,5,2134,No Different than the National Rate,12.3,9.4,16,
CARSON ENDOSCOPY CENTER LLC,29C0001032,1669460002,CARSON CITY,NV,89703,0,,1.421,,0,,1.895,,72.97,,99.13,,92.03,,N/A,5,1206,No Different than the National Rate,13.6,10.1,18.4,
HUNTINGDON VALLEY SURGERY CENTER,39C0001154,1669465209,HUNTINGDON VALLEY,PA,19006,0,,0,,0,,0.603,,82.57,,100,,100,,N/A,5,525,No Different than the National Rate,13.3,9.6,19.4,
SAN ANTONIO DIGESTIVE DISEASE CONSULTANTS ENDOSCOPY CENTER INC,45C0001188,1669466975,SAN ANTONIO,TX,78217,0,,0,,0,,0,,N/A,1,95.07,,100,,N/A,5,437,No Different than the National Rate,13,9.2,18.4,
HOUSTON PHYSICIANS SURGERY CENTER,45C0001017,1669467528,DICKINSON,TX,77539,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DUPONT SURGERY CENTER,18C0001015,1669474748,LOUISVILLE,KY,40207,0,,0,,0,,0.429,,69.14,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OCEANVIEW PAIN TREATMENT MEDICAL CENTER INC,05C0001904,1669475570,LONG BEACH,CA,90806,1.786,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MUNCIE CATARACT AND LASER EYE CENTER LLC,15C0001099,1669477899,MUNCIE,IN,47304,0,,0,,0,,0,,95.65,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF CULLMAN LLC,01C0001048,1669481255,CULLMAN,AL,35055,0,,0,,0,,0,,89.02,,28.07,,69,,N/A,5,375,No Different than the National Rate,12.2,8.6,17.2,
PHYSICIANS AMBULATORY SURGERY CENTER INC,10C0001202,1669483137,ORMOND BEACH,FL,32174,0,,0,,0,,0.616,,43.86,,N/A,5,N/A,5,N/A,5,499,No Different than the National Rate,11.6,8.2,16.3,
MNGI ENDOSCOPY ASC INC,24C0001034,1669496345,COON RAPIDS,MN,55433,0,,0,,0,,1.887,,87.33,,96.93,,91.36,,N/A,5,1589,No Different than the National Rate,11.4,8.5,15.2,
MNGI ENDOSCOPY ASC INC,24C0001037,1669496345,PLYMOUTH,MN,55446,0,,0,,0,,1.887,,81.51,,96.93,,91.36,,N/A,5,1589,No Different than the National Rate,11.4,8.5,15.2,
MNGI ENDOSCOPY ASC INC,24C0001044,1669496345,EAGAN,MN,55123,0,,0,,0,,1.887,,76.82,,96.93,,91.36,,N/A,5,1589,No Different than the National Rate,11.4,8.5,15.2,
MNGI ENDOSCOPY ASC INC,24C0001066,1669496345,BLOOMINGTON,MN,55437,0,,0,,0,,1.887,,85.19,,96.93,,91.36,,N/A,5,1589,No Different than the National Rate,11.4,8.5,15.2,
ATLANTA SOUTH ENDOSCOPY CENTER LLC,11C0001267,1669533568,RIVERDALE,GA,30274,0,,0,,0,,0,,33.33,,92.33,,45.81,,N/A,5,117,No Different than the National Rate,12.2,8.5,18,
VALLEY LASER AND SURGERY CENTER INC,55C0001050,1669540118,STOCKTON,CA,95207,3.783,,0,,0,,0,,97.14,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
